year,tier,title,doi,task_type,digitalization_class,channel_handling_class,strict_digital,datasets,baselines,metrics,snr_conditions,rate_conditions,discrete_error_judgment,limitations
2026,core,Robust Semantic Communication: A Dimension Selective Fading Analysis and Repair Approach,10.1109/twc.2026.3717328,文本传输或语言任务,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,DeepSC；LDPC；Transformer；JSCC；Polar；BERT；CLIP,BLEU；BERTScore；mAP；latency；semantic similarity；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,related,Robustness-Enabled Energy-Efficient Feature Transmission for Edge Inference,10.1109/twc.2026.3671986,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,ModelNet40,BERT,mAP；accuracy；classification accuracy；BER；PER,,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,ROME: Robust Model Ensembling for Semantic Communication Against Semantic Jamming Attacks,10.1109/twc.2025.3597672,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10；MNIST,GAN；JSCC,accuracy；classification accuracy,SNR = 13 dB；SNR = 7 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,Scalable Deep Joint Source-Channel Coding for Multi-User Wireless Image Transmission With Diverse Bandwidth Conditions,10.1109/twc.2025.3630680,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,CelebA；HEVC,DeepJSCC；JPEG2000；JPEG；BPG；WebP；LDPC；Turbo；Transformer；QAM；H.264；HEVC；JSCC,PSNR；mAP；accuracy；latency；MSE；PER,SNR = 9 dB；SNR = 5 dB,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Semantic Communication Over MIMO Channels via Score-Based Reverse Mean Propagation,10.1109/twc.2026.3703886,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,FFHQ,DeepJSCC；BPG；LDPC；JSCC；SSCC；OFDM,PSNR；LPIPS；FID；accuracy；latency；PER,SNR= -3 dB；SNR of -3 dB；SNR = 3 dB；SNR= 3 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Semantic Communication-Enhanced U-Shaped Split Federated Learning With Adaptive Compression for Vehicular Networks,10.1109/twc.2026.3660781,边缘学习与任务通信,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10,DeepJSCC；ViT；JSCC；SSCC；ResNet,PSNR；accuracy；classification accuracy；latency；utility；MSE；PER,SNR = 19 dB；SNR of 0 dB；SNR of 19 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Semantic Communications for UAV Data Aggregation: A Layered Design Against Alterable Hovering Position,10.1109/twc.2025.3614182,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,JPEG；LDPC；Polar；QAM；NOMA；JSCC；OFDM,PSNR；SSIM；MSE；PER,SNR = 5 dB；SNR = -5 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Semantic Noise-Aided Secure Image Transmission Over MIMO Fading Channels,10.1109/twc.2026.3703496,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,Cityscapes,WITT；BPG；LDPC；VQ-VAE；VAE；Transformer；JSCC；SSCC；OFDM,PSNR；SSIM；MS-SSIM；LPIPS；mAP；accuracy；throughput；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Semantic-Aware UAV Swarms for Low-Delay and Energy-Efficient Data Collection,10.1109/twc.2026.3715324,语义感知资源分配与网络优化,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,,PPO；CLIP,energy efficiency；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,core,Semantic-Relevance-Based Sensor Selection for Edge-AI Empowered Sensing Systems,10.1109/twc.2025.3605523,任务导向推理,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,JSCC；HM,mAP；accuracy；classification accuracy；latency,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,Semantics-Guided Diffusion for Deep Joint Source-Channel Coding in Wireless Image Transmission,10.1109/twc.2025.3591456,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,COCO；CelebA；Kodak,DeepJSCC；VAE；ViT；Transformer；QAM；ADJSCC；JSCC；OFDM；CLIP；HM,PSNR；LPIPS；FID；mAP；accuracy；latency；MSE；PER,SNR = -15 dB；SNR = -15dB；SNR = 10dB；SNR =10dB；SNR = -5 dB；SNR = 5 dB；SNR = -10 dB；SNR =5 dB；SNR =0 dB,CBR of 1,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,SemHARQ: Semantic-Aware Hybrid Automatic Repeat Request for Multi-Task Semantic Communications,10.1109/twc.2025.3602146,任务导向推理,语义特征包/调制符号与 HARQ 冗余版本,类别 5：语义感知 HARQ/重传与任务判据耦合,是：存在明确的离散/有限数字接口,ImageNet,DeepJSCC；JPEG；LDPC；QAM；ADJSCC；JSCC；BERT；ETC,mAP；accuracy；classification accuracy；BER,SNR = 0 dB；SNR = -6 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,Spectral Efficiency-Aware Codebook Design for Task-Oriented Semantic Communications,10.1109/twc.2026.3677460,任务导向推理,显式数字语义表示：bit、离散 token 或码本 index,类别 4：离散 bit/index/packet error 被显式建模或联合训练,是：存在明确的离散/有限数字接口,CIFAR-10；ImageNet,DeepJSCC；JPEG；LDPC；QAM；JSCC；ResNet,PSNR；SSIM；mAP；accuracy；classification accuracy；latency；spectral efficiency；utility；PER,,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,SPHARQ-Based Semantic Communication,10.1109/twc.2025.3649359,任务导向推理,语义特征包/调制符号与 HARQ 冗余版本,类别 5：语义感知 HARQ/重传与任务判据耦合,是：存在明确的离散/有限数字接口,Cityscapes,JPEG；LDPC,PSNR；SSIM；MS-SSIM；accuracy；semantic similarity；IoU；throughput；PER,SNR of -10 dB；SNR = -10 dB；SNR = 0 dB；SNR = 6 dB,,是。论文把离散错误/丢失放进训练或恢复流程，因而正面处理了数字变量受损后的语义恢复。,错误模型仍主要来自仿真；码本规模、包头/FEC、真实调制和 burst error 是否与训练分布一致，需要原型或真实链路验证。
2026,core,Superimposed Pilot-Based Adaptive Semantic Communications for Wireless Image Transmission,10.1109/twc.2026.3694102,图像传输、压缩或生成,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,Kodak；DIV2K,Transformer；OFDM；ResNet,PSNR；mAP；accuracy；spectral efficiency；MSE；BER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,related,Synesthesia of Machines (SoM)-Empowered Wireless Image Transmission Over Time-Varying Dynamic Channel,10.1109/twc.2026.3690314,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,,WITT；JPEG；LDPC；Transformer；ADJSCC；JSCC；SSCC；OFDM,PSNR；LPIPS；MSE；PER,SNR: 26.742 dB；SNR of 28.524 dB,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,Task-Agnostic Semantic Communications Relying on Information Bottleneck and Federated Meta-Learning,10.1109/twc.2025.3632819,边缘学习与任务通信,上层理论/资源变量；论文不单独定义可发送语义格式,类别 5：沿用底层链路或抽象速率—效用模型,否/不适用：主接口为连续 JSCC 或上层模型,CIFAR-10,JPEG；LDPC；Turbo；Transformer；FedAvg；H.264；OFDM；BERT,accuracy；latency；SSIM；classification accuracy；PER,SNR of 8 dB,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,结果依赖抽象效用曲线、仿真信道和理想状态信息；底层语义 codec、控制信令与有限时延开销常未共同计入。
2026,related,Task-Oriented Multimodal Edge Intelligence via Integrated Sensing-Communication-Computation,10.1109/twc.2026.3710771,多模态检索与任务通信,语义 feature/latent；量化到 bitstream 的接口未完整报告,类别 0：信道作用点不足，或由外部传统链路抽象承担,否/不适用：主接口为连续 JSCC 或上层模型,,JSCC；ResNet,accuracy；latency；throughput；PER,,,未正面处理。系统模型不足以追踪残余 bit/index/packet error 到最终语义质量。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
2026,core,VAE-GAN-Based Semantic Communication for High-Quality Image Transmission,10.1109/twc.2025.3646209,图像传输、压缩或生成,连续神经 JSCC latent / 实复信道符号,类别 3：连续语义变量直接经过有噪声信道并端到端恢复,否/不适用：主接口为连续 JSCC 或上层模型,MNIST；Fashion-MNIST；FFHQ,DeepJSCC；VAE；GAN；JSCC；HM,SSIM；LPIPS；FID；mAP；energy efficiency；semantic similarity；MSE,SNR = 10 dB；SNR = 0 dB,,不适用 VQ index 跳变。论文处理的是连续噪声/衰落；这不能自动证明量化和调制后的数字链路鲁棒性。,主接口仍是连续神经符号；量化、有限星座、同步、信道估计和残余误码未形成完整数字实现。
2026,core,VQ-DeepVSC: A Dual-Stage Vector Quantization System for Video Semantic Communication,10.1109/twc.2025.3641237,视频传输、生成或控制,显式数字语义表示：bit、离散 token 或码本 index,类别 1：形成数字表示，但物理链路按可靠 bitstream 抽象,是：存在明确的离散/有限数字接口,UCF101,LDPC；H.265,SSIM；MS-SSIM；LPIPS；mAP,,,否。论文默认数字码流可靠到达，未评估 bit flip、熵码失同步或 packet loss 对语义变量的影响。,全文没有完整闭合语义表示到 bit/symbol/packet 的实现链；残余误码、控制开销和真实射频条件仍是外推风险。
